,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
551,4118605,4|x|$|+|1|x|100|+|10|+|8|x|1000|+|6|x|100|+|0|+|5,"four million, one hundred and eighteen thousand, six hundred and five",vier Millionen einhundertachtzehntausendsechshundertfünf,cuatro millones ciento dieciocho mil seiscientos cinco,quatre millions cent dix-huit mille six cent cinq,empat juta seratus delapan belas ribu enam ratus lima,quattro milioni e centodicottomilaseicentocinque,四百十一万八千六百五,사백십일만 팔천육백오,keturi milijonai vienas šimtas aštuoniolika tūkstančių šeši šimtai penki,četri miljoni simts astoņpadsmit tūkstoši seši simti pieci,cztery miliony sto osiemnaście tysięcy sześćset pięć,четыре миллиона сто восемнадцать тысяч шестьсот пять,dörtmilyonyüzonsekizbinaltıyüzbeş,สี่ล้านหนึ่งแสนหนึ่งหมื่นแปดพันหกร้อยห้า,bốn triệu một trăm mười tám nghìn sáu trăm lẻ năm
552,8122928,8|x|$|+|1|x|100|+|20|+|2|x|1000|+|9|x|100|+|20|+|8,"eight million, one hundred and twenty-two thousand, nine hundred and twenty-eight",acht Millionen einhundertzweiundzwanzigtausendneunhundertachtundzwanzig,ocho millones ciento veintidós mil novecientos veintiocho,huit millions cent vingt-deux mille neuf cent vingt-huit,delapan juta seratus dua puluh dua ribu sembilan ratus dua puluh delapan,otto milioni e centoventiduemilanovecentoventotto,八百十二万二千九百二十八,팔백십이만 이천구백이십팔,aštuoni milijonai vienas šimtas dvidešimt du tūkstančiai devyni šimtai dvidešimt aštuoni,astoņi miljoni simts divdesmit divi tūkstoši deviņi simti divdesmit astoņi,osiem milionów sto dwadzieścia dwa tysiące dziewięćset dwadzieścia osiem,восемь миллионов сто двадцать две тысячи девятьсот двадцать восемь,sekizmilyonyüzyirmiikibindokuzyüzyirmisekiz,แปดล้านหนึ่งแสนสองหมื่นสองพันเก้าร้อยยี่สิบแปด,tám triệu một trăm hai mươi hai nghìn chín trăm hai mươi tám
553,8979731,8|x|$|+|9|x|100|+|70|+|9|x|1000|+|7|x|100|+|30|+|1,"eight million, nine hundred and seventy-nine thousand, seven hundred and thirty-one",acht Millionen neunhundertneunundsiebzigtausendsiebenhunderteinunddreißig,ocho millones novecientos setenta y nueve mil setecientos treinta y uno,huit millions neuf cent soixante-dix-neuf mille sept cent trente et un,delapan juta sembilan ratus tujuh puluh sembilan ribu tujuh ratus tiga puluh satu,otto milioni e novecentosettantanovemilasettecentotrentuno,八百九十七万九千七百三十一,팔백구십칠만 구천칠백삼십일,aštuoni milijonai devyni šimtai septyniasdešimt devyni tūkstančiai septyni šimtai trisdešimt vienas,astoņi miljoni deviņi simti septiņdesmit deviņi tūkstoši septiņi simti trīsdesmit viens,osiem milionów dziewięćset siedemdziesiąt dziewięć tysięcy siedemset trzydzieści jeden,восемь миллионов девятьсот семьдесят девять тысяч семьсот тридцать один,sekizmilyondokuzyüzyetmişdokuzbinyediyüzotuzbir,แปดล้านเก้าแสนเจ็ดหมื่นเก้าพันเจ็ดร้อยสามสิบเอ็ด,tám triệu chín trăm bảy mươi chín nghìn bảy trăm ba mươi mốt
554,1054854,1|x|$|+|0|x|100|+|50|+|4|x|1000|+|8|x|100|+|50|+|4,"one million, fifty-four thousand, eight hundred and fifty-four",eine Million vierundfünfzigtausendachthundertvierundfünfzig,un millón cincuenta y cuatro mil ochocientos cincuenta y cuatro,un million cinquante-quatre mille huit cent cinquante-quatre,satu juta lima puluh empat ribu delapan ratus lima puluh empat,un milione e cinquantaquattromilaottocentocinquantaquattro,百五万四千八百五十四,백오만 사천팔백오십사,vienas milijonas penkiasdešimt keturi tūkstančiai aštuoni šimtai penkiasdešimt keturi,miljons piecdesmit četri tūkstoši astoņi simti piecdesmit četri,milion pięćdziesiąt cztery tysiące osiemset pięćdziesiąt cztery,один миллион пятьдесят четыре тысячи восемьсот пятьдесят четыре,birmilyonellidörtbinsekizyüzellidört,หนึ่งล้านห้าหมื่นสี่พันแปดร้อยห้าสิบสี่,một triệu năm mươi bốn nghìn tám trăm năm mươi bốn
555,4435475,4|x|$|+|4|x|100|+|30|+|5|x|1000|+|4|x|100|+|70|+|5,"four million, four hundred and thirty-five thousand, four hundred and seventy-five",vier Millionen vierhundertfünfunddreißigtausendvierhundertfünfundsiebzig,cuatro millones cuatrocientos treinta y cinco mil cuatrocientos setenta y cinco,quatre millions quatre cent trente-cinq mille quatre cent soixante-quinze,empat juta empat ratus tiga puluh lima ribu empat ratus tujuh puluh lima,quattro milioni e quattrocentotrentacinquemilaquattrocentosettantacinque,四百四十三万五千四百七十五,사백사십삼만 오천사백칠십오,keturi milijonai keturi šimtai trisdešimt penki tūkstančiai keturi šimtai septyniasdešimt penki,četri miljoni četri simti trīsdesmit pieci tūkstoši četri simti septiņdesmit pieci,cztery miliony czterysta trzydzieści pięć tysięcy czterysta siedemdziesiąt pięć,четыре миллиона четыреста тридцать пять тысяч четыреста семьдесят пять,dörtmilyondörtyüzotuzbeşbindörtyüzyetmişbeş,สี่ล้านสี่แสนสามหมื่นห้าพันสี่ร้อยเจ็ดสิบห้า,bốn triệu bốn trăm ba mươi lăm nghìn bốn trăm bảy mươi lăm
556,4331084,4|x|$|+|3|x|100|+|30|+|1|x|1000|+|0|x|100|+|80|+|4,"four million, three hundred and thirty-one thousand and eighty-four",vier Millionen dreihunderteinunddreißigtausendvierundachtzig,cuatro millones trescientos treinta y uno mil ochenta y cuatro,quatre millions trois cent trente et un mille quatre-vingt-quatre,empat juta tiga ratus tiga puluh satu ribu delapan puluh empat,quattro milioni e trecentotrentunomilaottantaquattro,四百三十三万千八十四,사백삼십삼만 천팔십사,keturi milijonai trys šimtai trisdešimt vienas tūkstantis aštuoniasdešimt keturi,četri miljoni trīs simti trīsdesmit viens tūkstotis astoņdesmit četri,cztery miliony trzysta trzydzieści jeden tysięcy osiemdziesiąt cztery,четыре миллиона триста тридцать одна тысяча восемьдесят четыре,dörtmilyonüçyüzotuzbirbinseksendört,สี่ล้านสามแสนสามหมื่นหนึ่งพันแปดสิบสี่,bốn triệu ba trăm ba mươi mốt nghìn lẻ tám mươi bốn
557,7459289,7|x|$|+|4|x|100|+|50|+|9|x|1000|+|2|x|100|+|80|+|9,"seven million, four hundred and fifty-nine thousand, two hundred and eighty-nine",sieben Millionen vierhundertneunundfünfzigtausendzweihundertneunundachtzig,siete millones cuatrocientos cincuenta y nueve mil doscientos ochenta y nueve,sept millions quatre cent cinquante-neuf mille deux cent quatre-vingt-neuf,tujuh juta empat ratus lima puluh sembilan ribu dua ratus delapan puluh sembilan,sette milioni e quattrocentocinquantanovemiladuecentottantanove,七百四十五万九千二百八十九,칠백사십오만 구천이백팔십구,septyni milijonai keturi šimtai penkiasdešimt devyni tūkstančiai du šimtai aštuoniasdešimt devyni,septiņi miljoni četri simti piecdesmit deviņi tūkstoši divi simti astoņdesmit deviņi,siedem milionów czterysta pięćdziesiąt dziewięć tysięcy dwieście osiemdziesiąt dziewięć,семь миллионов четыреста пятьдесят девять тысяч двести восемьдесят девять,yedimilyondörtyüzellidokuzbinikiyüzseksendokuz,เจ็ดล้านสี่แสนห้าหมื่นเก้าพันสองร้อยแปดสิบเก้า,bảy triệu bốn trăm năm mươi chín nghìn hai trăm tám mươi chín
558,6443389,6|x|$|+|4|x|100|+|40|+|3|x|1000|+|3|x|100|+|80|+|9,"six million, four hundred and forty-three thousand, three hundred and eighty-nine",sechs Millionen vierhundertdreiundvierzigtausenddreihundertneunundachtzig,seis millones cuatrocientos cuarenta y tres mil trescientos ochenta y nueve,six millions quatre cent quarante-trois mille trois cent quatre-vingt-neuf,enam juta empat ratus empat puluh tiga ribu tiga ratus delapan puluh sembilan,sei milioni e quattrocentoquarantatremilatrecentottantanove,六百四十四万三千三百八十九,육백사십사만 삼천삼백팔십구,šeši milijonai keturi šimtai keturiasdešimt trys tūkstančiai trys šimtai aštuoniasdešimt devyni,seši miljoni četri simti četrdesmit trīs tūkstoši trīs simti astoņdesmit deviņi,sześć milionów czterysta czterdzieści trzy tysiące trzysta osiemdziesiąt dziewięć,шесть миллионов четыреста сорок три тысячи триста восемьдесят девять,altımilyondörtyüzkırküçbinüçyüzseksendokuz,หกล้านสี่แสนสี่หมื่นสามพันสามร้อยแปดสิบเก้า,sáu triệu bốn trăm bốn mươi ba nghìn ba trăm tám mươi chín
559,8586354,8|x|$|+|5|x|100|+|80|+|6|x|1000|+|3|x|100|+|50|+|4,"eight million, five hundred and eighty-six thousand, three hundred and fifty-four",acht Millionen fünfhundertsechsundachtzigtausenddreihundertvierundfünfzig,ocho millones quinientos ochenta y seis mil trescientos cincuenta y cuatro,huit millions cinq cent quatre-vingt-six mille trois cent cinquante-quatre,delapan juta lima ratus delapan puluh enam ribu tiga ratus lima puluh empat,otto milioni e cinquecentottantaseimilatrecentocinquantaquattro,八百五十八万六千三百五十四,팔백오십팔만 육천삼백오십사,aštuoni milijonai penki šimtai aštuoniasdešimt šeši tūkstančiai trys šimtai penkiasdešimt keturi,astoņi miljoni pieci simti astoņdesmit seši tūkstoši trīs simti piecdesmit četri,osiem milionów pięćset osiemdziesiąt sześć tysięcy trzysta pięćdziesiąt cztery,восемь миллионов пятьсот восемьдесят шесть тысяч триста пятьдесят четыре,sekizmilyonbeşyüzseksenaltıbinüçyüzellidört,แปดล้านห้าแสนแปดหมื่นหกพันสามร้อยห้าสิบสี่,tám triệu năm trăm tám mươi sáu nghìn ba trăm năm mươi bốn
560,1468248,1|x|$|+|4|x|100|+|60|+|8|x|1000|+|2|x|100|+|40|+|8,"one million, four hundred and sixty-eight thousand, two hundred and forty-eight",eine Million vierhundertachtundsechzigtausendzweihundertachtundvierzig,un millón cuatrocientos sesenta y ocho mil doscientos cuarenta y ocho,un million quatre cent soixante-huit mille deux cent quarante-huit,satu juta empat ratus enam puluh delapan ribu dua ratus empat puluh delapan,un milione e quattrocentosessantottomiladuecentoquarantotto,百四十六万八千二百四十八,백사십육만 팔천이백사십팔,vienas milijonas keturi šimtai šešiasdešimt aštuoni tūkstančiai du šimtai keturiasdešimt aštuoni,miljons četri simti sešdesmit astoņi tūkstoši divi simti četrdesmit astoņi,milion czterysta sześćdziesiąt osiem tysięcy dwieście czterdzieści osiem,один миллион четыреста шестьдесят восемь тысяч двести сорок восемь,birmilyondörtyüzaltmışsekizbinikiyüzkırksekiz,หนึ่งล้านสี่แสนหกหมื่นแปดพันสองร้อยสี่สิบแปด,một triệu bốn trăm sáu mươi tám nghìn hai trăm bốn mươi tám
561,2775197,2|x|$|+|7|x|100|+|70|+|5|x|1000|+|1|x|100|+|90|+|7,"two million, seven hundred and seventy-five thousand, one hundred and ninety-seven",zwei Millionen siebenhundertfünfundsiebzigtausendeinhundertsiebenundneunzig,dos millones setecientos setenta y cinco mil ciento noventa y siete,deux millions sept cent soixante-quinze mille cent quatre-vingt-dix-sept,dua juta tujuh ratus tujuh puluh lima ribu seratus sembilan puluh tujuh,due milioni e settecentosettantacinquemilacentonovantasette,二百七十七万五千百九十七,이백칠십칠만 오천백구십칠,du milijonai septyni šimtai septyniasdešimt penki tūkstančiai vienas šimtas devyniasdešimt septyni,divi miljoni septiņi simti septiņdesmit pieci tūkstoši simts deviņdesmit septiņi,dwa miliony siedemset siedemdziesiąt pięć tysięcy sto dziewięćdzisiąt siedem,два миллиона семьсот семьдесят пять тысяч сто девяносто семь,ikimilyonyediyüzyetmişbeşbinyüzdoksanyedi,สองล้านเจ็ดแสนเจ็ดหมื่นห้าพันหนึ่งร้อยเก้าสิบเจ็ด,hai triệu bảy trăm bảy mươi lăm nghìn một trăm chín mươi bảy
562,7925737,7|x|$|+|9|x|100|+|20|+|5|x|1000|+|7|x|100|+|30|+|7,"seven million, nine hundred and twenty-five thousand, seven hundred and thirty-seven",sieben Millionen neunhundertfünfundzwanzigtausendsiebenhundertsiebenunddreißig,siete millones novecientos veinticinco mil setecientos treinta y siete,sept millions neuf cent vingt-cinq mille sept cent trente-sept,tujuh juta sembilan ratus dua puluh lima ribu tujuh ratus tiga puluh tujuh,sette milioni e novecentoventicinquemilasettecentotrentasette,七百九十二万五千七百三十七,칠백구십이만 오천칠백삼십칠,septyni milijonai devyni šimtai dvidešimt penki tūkstančiai septyni šimtai trisdešimt septyni,septiņi miljoni deviņi simti divdesmit pieci tūkstoši septiņi simti trīsdesmit septiņi,siedem milionów dziewięćset dwadzieścia pięć tysięcy siedemset trzydzieści siedem,семь миллионов девятьсот двадцать пять тысяч семьсот тридцать семь,yedimilyondokuzyüzyirmibeşbinyediyüzotuzyedi,เจ็ดล้านเก้าแสนสองหมื่นห้าพันเจ็ดร้อยสามสิบเจ็ด,bảy triệu chín trăm hai mươi lăm nghìn bảy trăm ba mươi bảy
