,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
524,8456181,8|x|$|+|4|x|100|+|50|+|6|x|1000|+|1|x|100|+|80|+|1,"five million, eight hundred and nine thousand, three hundred and forty-five",fünf Millionen achthundertneuntausenddreihundertfünfundvierzig,cinco millones ochocientos nueve mil trescientos cuarenta y cinco,cinq millions huit cent neuf mille trois cent quarante-cinq,lima juta delapan ratus sembilan ribu tiga ratus empat puluh lima,cinque milioni e ottocentonovemilatrecentoquarantacinque,五百八十万九千三百四十五,오백팔십만 구천삼백사십오,penki milijonai aštuoni šimtai devyni tūkstančiai trys šimtai keturiasdešimt penki,pieci miljoni astoņi simti deviņi tūkstoši trīs simti četrdesmit pieci,pięć milionów osiemset dziewięć tysięcy trzysta czterdzieści pięć,пять миллионов восемьсот девять тысяч триста сорок пять,beşmilyonsekizyüzdokuzbinüçyüzkırkbeş,ห้าล้านแปดแสนเก้าพันสามร้อยสี่สิบห้า,năm triệu tám trăm lẻ chín nghìn ba trăm bốn mươi lăm
525,6582827,6|x|$|+|5|x|100|+|80|+|2|x|1000|+|8|x|100|+|20|+|7,"three million, two hundred and twenty-five thousand, three hundred and seventy-three",drei Millionen zweihundertfünfundzwanzigtausenddreihundertdreiundsiebzig,tres millones doscientos veinticinco mil trescientos setenta y tres,trois millions deux cent vingt-cinq mille trois cent soixante-treize,tiga juta dua ratus dua puluh lima ribu tiga ratus tujuh puluh tiga,tre milioni e duecentoventicinquemilatrecentosettantatre,三百二十二万五千三百七十三,삼백이십이만 오천삼백칠십삼,trys milijonai du šimtai dvidešimt penki tūkstančiai trys šimtai septyniasdešimt trys,trīs miljoni divi simti divdesmit pieci tūkstoši trīs simti septiņdesmit trīs,trzy miliony dwieście dwadzieścia pięć tysięcy trzysta siedemdziesiąt trzy,три миллиона двести двадцать пять тысяч триста семьдесят три,üçmilyonikiyüzyirmibeşbinüçyüzyetmişüç,สามล้านสองแสนสองหมื่นห้าพันสามร้อยเจ็ดสิบสาม,ba triệu hai trăm hai mươi lăm nghìn ba trăm bảy mươi ba
526,6553405,6|x|$|+|5|x|100|+|50|+|3|x|1000|+|4|x|100|+|0|+|5,"nine million, two hundred thousand, two hundred and ninety-nine",neun Millionen zweihunderttausendzweihundertneunundneunzig,nueve millones doscientos mil doscientos noventa y nueve,neuf millions deux cent mille deux cent quatre-vingt-dix-neuf,sembilan juta dua ratus ribu dua ratus sembilan puluh sembilan,nove milioni e duecentomiladuecentonovantanove,九百二十万二百九十九,구백이십만 이백구십구,devyni milijonai du šimtai tūkstančių du šimtai devyniasdešimt devyni,deviņi miljoni divi simti tūkstoši divi simti deviņdesmit deviņi,dziewięć milionów dwieście tysięcy dwieście dziewięćdzisiąt dziewięć,девять миллионов двести тысяч двести девяносто девять,dokuzmilyonikiyüzbinikiyüzdoksandokuz,เก้าล้านสองแสนสองร้อยเก้าสิบเก้า,chín triệu hai trăm nghìn hai trăm chín mươi chín
527,2569571,2|x|$|+|5|x|100|+|60|+|9|x|1000|+|5|x|100|+|70|+|1,"eight million, three hundred and eight thousand, four hundred and eighty-four",acht Millionen dreihundertachttausendvierhundertvierundachtzig,ocho millones trescientos ocho mil cuatrocientos ochenta y cuatro,huit millions trois cent huit mille quatre cent quatre-vingt-quatre,delapan juta tiga ratus delapan ribu empat ratus delapan puluh empat,otto milioni e trecentottomilaquattrocentottantaquattro,八百三十万八千四百八十四,팔백삼십만 팔천사백팔십사,aštuoni milijonai trys šimtai aštuoni tūkstančiai keturi šimtai aštuoniasdešimt keturi,astoņi miljoni trīs simti astoņi tūkstoši četri simti astoņdesmit četri,osiem milionów trzysta osiem tysięcy czterysta osiemdziesiąt cztery,восемь миллионов триста восемь тысяч четыреста восемьдесят четыре,sekizmilyonüçyüzsekizbindörtyüzseksendört,แปดล้านสามแสนแปดพันสี่ร้อยแปดสิบสี่,tám triệu ba trăm lẻ tám nghìn bốn trăm tám mươi bốn
528,1017431,1|x|$|+|0|x|100|+|10|+|7|x|1000|+|4|x|100|+|30|+|1,"five million, fifty-seven thousand, five hundred and eighty",fünf Millionen siebenundfünfzigtausendfünfhundertachtzig,cinco millones cincuenta y siete mil quinientos ochenta,cinq millions cinquante-sept mille cinq cent quatre-vingts,lima juta lima puluh tujuh ribu lima ratus delapan puluh,cinque milioni e cinquantasettemilacinquecentottanta,五百五万七千五百八十,오백오만 칠천오백팔십,penki milijonai penkiasdešimt septyni tūkstančiai penki šimtai aštuoniasdešimt,pieci miljoni piecdesmit septiņi tūkstoši pieci simti astoņdesmit,pięć milionów pięćdziesiąt siedem tysięcy pięćset osiemdziesiąt,пять миллионов пятьдесят семь тысяч пятьсот восемьдесят,beşmilyonelliyedibinbeşyüzseksen,ห้าล้านห้าหมื่นเจ็ดพันห้าร้อยแปดสิบ,năm triệu năm mươi bảy nghìn năm trăm tám mươi
529,5929938,5|x|$|+|9|x|100|+|20|+|9|x|1000|+|9|x|100|+|30|+|8,"four million, two hundred and seventy-one thousand, nine hundred and ninety-eight",vier Millionen zweihunderteinundsiebzigtausendneunhundertachtundneunzig,cuatro millones doscientos setenta y uno mil novecientos noventa y ocho,quatre millions deux cent soixante et onze mille neuf cent quatre-vingt-dix-huit,empat juta dua ratus tujuh puluh satu ribu sembilan ratus sembilan puluh delapan,quattro milioni e duecentosettantunomilanovecentonovantotto,四百二十七万千九百九十八,사백이십칠만 천구백구십팔,keturi milijonai du šimtai septyniasdešimt vienas tūkstantis devyni šimtai devyniasdešimt aštuoni,četri miljoni divi simti septiņdesmit viens tūkstotis deviņi simti deviņdesmit astoņi,cztery miliony dwieście siedemdziesiąt jeden tysięcy dziewięćset dziewięćdzisiąt osiem,четыре миллиона двести семьдесят одна тысяча девятьсот девяносто восемь,dörtmilyonikiyüzyetmişbirbindokuzyüzdoksansekiz,สี่ล้านสองแสนเจ็ดหมื่นหนึ่งพันเก้าร้อยเก้าสิบแปด,bốn triệu hai trăm bảy mươi mốt nghìn chín trăm chín mươi tám
530,4693691,4|x|$|+|6|x|100|+|90|+|3|x|1000|+|6|x|100|+|90|+|1,"seven million, eight hundred and fourteen thousand, three hundred and thirty-three",sieben Millionen achthundertvierzehntausenddreihundertdreiunddreißig,siete millones ochocientos catorce mil trescientos treinta y tres,sept millions huit cent quatorze mille trois cent trente-trois,tujuh juta delapan ratus empat belas ribu tiga ratus tiga puluh tiga,sette milioni e ottocentoquattordicimilatrecentotrentatre,七百八十一万四千三百三十三,칠백팔십일만 사천삼백삼십삼,septyni milijonai aštuoni šimtai keturiolika tūkstančių trys šimtai trisdešimt trys,septiņi miljoni astoņi simti četrpadsmit tūkstoši trīs simti trīsdesmit trīs,siedem milionów osiemset czternaście tysięcy trzysta trzydzieści trzy,семь миллионов восемьсот четырнадцать тысяч триста тридцать три,yedimilyonsekizyüzondörtbinüçyüzotuzüç,เจ็ดล้านแปดแสนหนึ่งหมื่นสี่พันสามร้อยสามสิบสาม,bảy triệu tám trăm mười bốn nghìn ba trăm ba mươi ba
531,4743698,4|x|$|+|7|x|100|+|40|+|3|x|1000|+|6|x|100|+|90|+|8,"six million, six hundred and fifty thousand and fifty-eight",sechs Millionen sechshundertfünfzigtausendachtundfünfzig,seis millones seiscientos cincuenta mil cincuenta y ocho,six millions six cent cinquante mille cinquante-huit,enam juta enam ratus lima puluh ribu lima puluh delapan,sei milioni e seicentocinquantamilacinquantotto,六百六十五万五十八,육백육십오만 오십팔,šeši milijonai šeši šimtai penkiasdešimt tūkstančių penkiasdešimt aštuoni,seši miljoni seši simti piecdesmit tūkstoši piecdesmit astoņi,sześć milionów sześćset pięćdziesiąt tysięcy pięćdziesiąt osiem,шесть миллионов шестьсот пятьдесят тысяч пятьдесят восемь,altımilyonaltıyüzellibinellisekiz,หกล้านหกแสนห้าหมื่นห้าสิบแปด,sáu triệu sáu trăm năm mươi nghìn lẻ năm mươi tám
532,9566561,9|x|$|+|5|x|100|+|60|+|6|x|1000|+|5|x|100|+|60|+|1,"six million, four hundred and ninety-two thousand, four hundred and forty-seven",sechs Millionen vierhundertzweiundneunzigtausendvierhundertsiebenundvierzig,seis millones cuatrocientos noventa y dos mil cuatrocientos cuarenta y siete,six millions quatre cent quatre-vingt-douze mille quatre cent quarante-sept,enam juta empat ratus sembilan puluh dua ribu empat ratus empat puluh tujuh,sei milioni e quattrocentonovantaduemilaquattrocentoquarantasette,六百四十九万二千四百四十七,육백사십구만 이천사백사십칠,šeši milijonai keturi šimtai devyniasdešimt du tūkstančiai keturi šimtai keturiasdešimt septyni,seši miljoni četri simti deviņdesmit divi tūkstoši četri simti četrdesmit septiņi,sześć milionów czterysta dziewięćdzisiąt dwa tysiące czterysta czterdzieści siedem,шесть миллионов четыреста девяносто две тысячи четыреста сорок семь,altımilyondörtyüzdoksanikibindörtyüzkırkyedi,หกล้านสี่แสนเก้าหมื่นสองพันสี่ร้อยสี่สิบเจ็ด,sáu triệu bốn trăm chín mươi hai nghìn bốn trăm bốn mươi bảy
533,6174992,6|x|$|+|1|x|100|+|70|+|4|x|1000|+|9|x|100|+|90|+|2,"three million, nine hundred and forty-one thousand, three hundred and fifty-three",drei Millionen neunhunderteinundvierzigtausenddreihundertdreiundfünfzig,tres millones novecientos cuarenta y uno mil trescientos cincuenta y tres,trois millions neuf cent quarante et un mille trois cent cinquante-trois,tiga juta sembilan ratus empat puluh satu ribu tiga ratus lima puluh tiga,tre milioni e novecentoquarantunomilatrecentocinquantatre,三百九十四万千三百五十三,삼백구십사만 천삼백오십삼,trys milijonai devyni šimtai keturiasdešimt vienas tūkstantis trys šimtai penkiasdešimt trys,trīs miljoni deviņi simti četrdesmit viens tūkstotis trīs simti piecdesmit trīs,trzy miliony dziewięćset czterdzieści jeden tysięcy trzysta pięćdziesiąt trzy,три миллиона девятьсот сорок одна тысяча триста пятьдесят три,üçmilyondokuzyüzkırkbirbinüçyüzelliüç,สามล้านเก้าแสนสี่หมื่นหนึ่งพันสามร้อยห้าสิบสาม,ba triệu chín trăm bốn mươi mốt nghìn ba trăm năm mươi ba
534,7212932,7|x|$|+|2|x|100|+|10|+|2|x|1000|+|9|x|100|+|30|+|2,"seven million, seven hundred and forty-eight thousand, two hundred and eighty-six",sieben Millionen siebenhundertachtundvierzigtausendzweihundertsechsundachtzig,siete millones setecientos cuarenta y ocho mil doscientos ochenta y seis,sept millions sept cent quarante-huit mille deux cent quatre-vingt-six,tujuh juta tujuh ratus empat puluh delapan ribu dua ratus delapan puluh enam,sette milioni e settecentoquarantottomiladuecentottantasei,七百七十四万八千二百八十六,칠백칠십사만 팔천이백팔십육,septyni milijonai septyni šimtai keturiasdešimt aštuoni tūkstančiai du šimtai aštuoniasdešimt šeši,septiņi miljoni septiņi simti četrdesmit astoņi tūkstoši divi simti astoņdesmit seši,siedem milionów siedemset czterdzieści osiem tysięcy dwieście osiemdziesiąt sześć,семь миллионов семьсот сорок восемь тысяч двести восемьдесят шесть,yedimilyonyediyüzkırksekizbinikiyüzseksenaltı,เจ็ดล้านเจ็ดแสนสี่หมื่นแปดพันสองร้อยแปดสิบหก,bảy triệu bảy trăm bốn mươi tám nghìn hai trăm tám mươi sáu
535,8144549,8|x|$|+|1|x|100|+|40|+|4|x|1000|+|5|x|100|+|40|+|9,"nine million, nine hundred and eleven thousand, three hundred and twenty-two",neun Millionen neunhundertelftausenddreihundertzweiundzwanzig,nueve millones novecientos once mil trescientos veintidós,neuf millions neuf cent onze mille trois cent vingt-deux,sembilan juta sembilan ratus sebelas ribu tiga ratus dua puluh dua,nove milioni e novecentoundicimilatrecentoventidue,九百九十一万千三百二十二,구백구십일만 천삼백이십이,devyni milijonai devyni šimtai vienuolika tūkstančių trys šimtai dvidešimt du,deviņi miljoni deviņi simti vienpadsmit tūkstoši trīs simti divdesmit divi,dziewięć milionów dziewięćset jedenaście tysięcy trzysta dwadzieścia dwa,девять миллионов девятьсот одиннадцать тысяч триста двадцать два,dokuzmilyondokuzyüzonbirbinüçyüzyirmiiki,เก้าล้านเก้าแสนหนึ่งหมื่นหนึ่งพันสามร้อยยี่สิบสอง,chín triệu chín trăm mười một nghìn ba trăm hai mươi hai
